Row ID,Customer Name,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
649,Anthony Rawles,CA-2016-160745,12/11/2016,12/16/2016,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
650,Anthony Rawles,CA-2016-160745,12/11/2016,12/16/2016,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782
651,Anthony Rawles,CA-2016-160745,12/11/2016,12/16/2016,Second Class,AR-10825,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
652,Steven Roelle,CA-2016-132661,10/23/2016,10/29/2016,Standard Class,SR-20740,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318
653,Allen Rosenblatt,CA-2017-140844,6/19/2017,6/23/2017,Standard Class,AR-10405,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2,0,45.9754
654,Allen Rosenblatt,CA-2017-140844,6/19/2017,6/23/2017,Standard Class,AR-10405,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312
655,Craig Reiter,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164
656,Craig Reiter,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544
657,Craig Reiter,CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2,45.3222
658,Eugene Hildebrand,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
659,Eugene Hildebrand,US-2016-156097,9/19/2016,9/19/2016,Same Day,EH-14125,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462
660,Cassandra Brandow,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
661,Cassandra Brandow,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
662,Cassandra Brandow,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
663,Cassandra Brandow,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
664,Sibella Parks,CA-2016-123666,3/26/2016,3/30/2016,Standard Class,SP-20545,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0,18.398
665,Roy Collins,CA-2016-143308,11/4/2016,11/4/2016,Same Day,RC-19825,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626
666,Tiffany House,CA-2017-132682,6/8/2017,6/10/2017,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079
667,Tiffany House,CA-2017-132682,6/8/2017,6/10/2017,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064
668,Tiffany House,CA-2017-132682,6/8/2017,6/10/2017,Second Class,TH-21235,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,0.2,28.6182
669,Resi Pölking,CA-2014-156314,12/24/2014,12/26/2014,First Class,RP-19390,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
670,Meg O'Connel,US-2017-106663,6/9/2017,6/13/2017,Standard Class,MO-17800,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
671,Meg O'Connel,US-2017-106663,6/9/2017,6/13/2017,Standard Class,MO-17800,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905
672,Meg O'Connel,US-2017-106663,6/9/2017,6/13/2017,Standard Class,MO-17800,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,0.2,11.36
673,Tamara Dahlen,CA-2017-111178,6/15/2017,6/22/2017,Standard Class,TD-20995,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115
674,Rob Beeghly,CA-2017-130351,12/5/2017,12/8/2017,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888
675,Rob Beeghly,CA-2017-130351,12/5/2017,12/8/2017,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0,17.505
676,Rob Beeghly,CA-2017-130351,12/5/2017,12/8/2017,First Class,RB-19570,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
677,Carol Darley,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392
678,Carol Darley,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201
679,Carol Darley,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262
680,Carol Darley,US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395
681,Doug Jacobs,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644
682,Doug Jacobs,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
683,Doug Jacobs,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0,18.522
684,Grant Thornton,US-2017-168116,11/4/2017,11/4/2017,Same Day,GT-14635,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904
685,Grant Thornton,US-2017-168116,11/4/2017,11/4/2017,Same Day,GT-14635,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651
686,Michael Chen,CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
687,Michael Chen,CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714
688,Michael Chen,CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,0,9.3312
689,Ralph Arnett,CA-2017-161480,12/25/2017,12/29/2017,Standard Class,RA-19285,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
690,Naresj Patel,US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614
691,Naresj Patel,US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532
692,Naresj Patel,US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152
693,Alan Barnes,CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936
694,Alan Barnes,CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032
695,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488
696,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76
697,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
698,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512
699,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088
700,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312
701,Jesus Ocampo,CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
702,Dorris liebe,CA-2017-114552,9/2/2017,9/8/2017,Standard Class,Dl-13600,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448
703,Alejandro Savely,CA-2016-163755,11/4/2016,11/8/2016,Second Class,AS-10285,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0,35.6796
704,Jay Kimmel,CA-2015-142027,4/9/2015,4/14/2015,Standard Class,JK-15370,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717
705,Brad Norvell,CA-2014-138527,9/12/2014,9/17/2014,Standard Class,BN-11470,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288
706,Brad Norvell,CA-2014-138527,9/12/2014,9/17/2014,Standard Class,BN-11470,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695
707,Brad Norvell,CA-2014-138527,9/12/2014,9/17/2014,Standard Class,BN-11470,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824
708,David Philippe,CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824
709,David Philippe,CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49
710,David Philippe,CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768
711,Tracy Hopkins,CA-2014-113887,4/5/2014,4/7/2014,First Class,TH-21550,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
712,Arthur Prichep,CA-2017-146136,9/3/2017,9/7/2017,Standard Class,AP-10915,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,4,0.2,8.8624
713,Roland Schwarz,US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226
714,Roland Schwarz,US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
715,Roland Schwarz,US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886
716,Dorris liebe,CA-2014-153150,7/1/2014,7/6/2014,Second Class,Dl-13600,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.972
717,Seth Vernon,CA-2014-130092,1/11/2014,1/14/2014,First Class,SV-20365,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
718,Kelly Collister,CA-2017-108910,9/24/2017,9/29/2017,Standard Class,KC-16540,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,0.2,24.4758
719,Christine Kargatis,CA-2014-104472,6/2/2014,6/7/2014,Standard Class,CK-12325,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376
720,Christine Kargatis,CA-2014-104472,6/2/2014,6/7/2014,Standard Class,CK-12325,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0,21.996
721,Ross DeVincentis,CA-2016-112942,2/13/2016,2/18/2016,Standard Class,RD-19810,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41
722,Michael Paige,CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0,231.4116
723,Michael Paige,CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199
724,Mathew Reese,CA-2014-117429,10/7/2014,10/13/2014,Standard Class,MR-17545,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112
725,Steve Chapman,CA-2016-114713,7/7/2016,7/12/2016,Standard Class,SC-20695,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2,5.1282
726,Jay Fein,CA-2017-144113,9/16/2017,9/20/2017,Standard Class,JF-15355,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,0.2,6.3684
727,Jay Fein,CA-2017-144113,9/16/2017,9/20/2017,Standard Class,JF-15355,Consumer,United States,Austin,Texas,78745,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2,5.5992
728,Emily Grady,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,8,0,84.0512
729,Emily Grady,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Consumer,United States,Oceanside,New York,11572,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456
730,Emily Grady,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089
731,Emily Grady,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998
732,Emily Grady,US-2016-150861,12/3/2016,12/6/2016,First Class,EG-13900,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,0,3.024
733,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
734,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.3856
735,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474
736,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284
737,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0,18.6956
738,Darrin Sayre,CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552
739,Gary Zandusky,CA-2014-132500,9/8/2014,9/12/2014,Standard Class,GZ-14470,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,0,8.4966
740,Phillina Ober,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717
741,Phillina Ober,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748
742,Phillina Ober,CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,0.8,-5.487
743,Sung Shariari,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,0.2,-10.948
744,Sung Shariari,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,0.2,1.1466
745,Sung Shariari,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.624,1,0.2,1.6762
746,Sung Shariari,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,0.2,6.2064
747,Maya Herman,CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,567.12,10,0.2,-28.356
748,Maya Herman,CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0,7.1864
749,Peter Bühler,CA-2016-150889,3/20/2016,3/22/2016,Second Class,PB-19105,Consumer,United States,Evanston,Illinois,60201,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2,0.8994
750,Roland Fjeld,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.703
751,Roland Fjeld,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0,56.7864
752,Roland Fjeld,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Consumer,United States,Trenton,Michigan,48183,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7,0,22.792
753,Roland Fjeld,CA-2017-126074,10/2/2017,10/6/2017,Standard Class,RF-19735,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112
754,Yoseph Carroll,CA-2016-110499,4/7/2016,4/9/2016,First Class,YC-21895,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925
755,Melanie Seite,CA-2015-135272,12/7/2015,12/12/2015,Standard Class,MS-17830,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0,28.7712
756,Nona Balk,CA-2016-140928,9/18/2016,9/22/2016,Standard Class,NB-18655,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184
757,Debra Catini,CA-2014-106803,12/29/2014,1/2/2015,Standard Class,DC-13285,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
758,Debra Catini,CA-2014-106803,12/29/2014,1/2/2015,Standard Class,DC-13285,Consumer,United States,Cottage Grove,Minnesota,55016,Central,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,0,47.92
759,Christine Phan,CA-2017-117240,7/23/2017,7/28/2017,Standard Class,CP-12340,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666
